Timestamp,TargetElbowAngle,TargetPosX,TargetPosZ,ActualPosX,ActualPosZ,ActualElbowAngle,PositionError,JointSpaceError,ElbowVel,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0.01550293,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,52.55059,20525.29,0,0.1158144,115.8144
0.02880859,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,-17565.14,0,0.1158144,115.8144
0.04296875,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.0567627,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.07104492,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.08544922,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.09875488,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.112793,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.126709,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.1391602,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.1541748,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.1722412,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.1844482,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.1954346,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2091064,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2220459,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2370605,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2510986,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2640381,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.277832,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.2932129,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.3068848,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.3192139,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.3336182,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.348877,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.3616943,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.380127,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.3898926,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4020996,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4173584,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4312744,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4451904,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4586182,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4736328,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.4882813,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5010986,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5148926,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5292969,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5412598,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5565186,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5708008,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5877686,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.5981445,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6120605,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6275635,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6408691,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.654541,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6676025,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6804199,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.6954346,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.7105713,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35232,0.1158144,8.323841,0,0,0,0.1158144,115.8144
0.7225342,96,-0.1588089,0.2031887,-0.1541128,0.3189079,79.35231,0.1158144,8.323845,-0.0006328454,-2.484964,2.980232E-08,0.1158144,115.8144
0.7374268,96,-0.1588089,0.2031887,-0.1541124,0.3189101,79.352,0.1158167,8.324001,-0.02112093,-173.4862,2.274295E-06,0.1158144,115.8144
0.7520752,96,-0.1588089,0.2031887,-0.154111,0.3189178,79.35086,0.1158245,8.32457,-0.07743731,-87.68553,1.015384E-05,0.1158144,115.8144
0.7658691,96,-0.1588089,0.2031887,-0.1541081,0.3189333,79.34862,0.11584,8.325691,-0.1618683,-118.5325,2.588907E-05,0.1158144,115.8144
0.7811279,96,-0.1588089,0.2031887,-0.1541036,0.3189573,79.3451,0.1158643,8.32745,-0.2308599,-152.8473,5.035694E-05,0.1158144,115.8144
0.7983398,96,-0.1588089,0.2031887,-0.154096,0.3189971,79.33931,0.1159042,8.330345,-0.3360245,-64.88134,9.079264E-05,0.1158144,115.8144
0.805542,96,-0.1588089,0.2031887,-0.1540842,0.3190598,79.33015,0.1159674,8.334923,-1.279527,-28.84299,0.0001546563,0.1158144,115.8144
0.8190918,96,-0.1588089,0.2031887,-0.1540777,0.3190946,79.3251,0.1160025,8.337452,-0.3748296,-2216.822,0.0001900427,0.1158144,115.8144
0.8341064,96,-0.1588089,0.2031887,-0.1540628,0.3191732,79.31364,0.1160816,8.343182,-0.7592092,1047.943,0.0002700554,0.1158144,115.8144
0.8486328,96,-0.1588089,0.2031887,-0.1540434,0.3192757,79.29868,0.1161848,8.350658,-1.0333,73.62964,0.0003743951,0.1158144,115.8144
0.8624268,96,-0.1588089,0.2031887,-0.1540231,0.3193838,79.28294,0.1162937,8.358532,-1.137498,181.8543,0.0004843642,0.1158144,115.8144
0.8770752,96,-0.1588089,0.2031887,-0.154003,0.3194899,79.26747,0.1164005,8.366264,-1.053869,335.0479,0.0005923159,0.1158144,115.8144
0.8896484,96,-0.1588089,0.2031887,-0.1539823,0.3195984,79.25165,0.1165098,8.374176,-1.257949,326.0106,0.0007028271,0.1158144,115.8144
0.9031982,96,-0.1588089,0.2031887,-0.1539665,0.3196821,79.23944,0.1165941,8.38028,-0.9012005,468.0231,0.0007880008,0.1158144,115.8144
0.9178467,96,-0.1588089,0.2031887,-0.1539522,0.3197573,79.22848,0.1166698,8.385761,-0.7532525,244.0262,0.00086457,0.1158144,115.8144
0.9346924,96,-0.1588089,0.2031887,-0.1539403,0.3198196,79.2194,0.1167325,8.390301,-0.5363767,61.92494,0.000927912,0.1158144,115.8144
0.9475098,96,-0.1588089,0.2031887,-0.1539299,0.3198745,79.2114,0.1167878,8.394302,-0.6260402,-226.7231,0.0009838012,0.1158144,115.8144
0.9576416,96,-0.1588089,0.2031887,-0.1539249,0.3199005,79.2076,0.116814,8.396198,-0.372707,379.9363,0.001010343,0.1158144,114.6288
0.9733887,96,-0.1588089,0.2031887,-0.1539228,0.3199113,79.20603,0.1168248,8.396984,-0.100431,12.67082,0.001021273,0.1158144,113.402
0.9866943,96,-0.1588089,0.2031887,-0.1539226,0.3199127,79.20583,0.1168263,8.397087,-0.01538977,-311.1415,0.001022725,0.1158144,113.2411
1.00293,96,-0.1588089,0.2031887,-0.1539241,0.3199049,79.20696,0.1168184,8.396519,0.07011274,-127.6391,0.001030674,0.1158144,112.3677
1.014526,96,-0.1588089,0.2031887,-0.1539271,0.3198894,79.20923,0.1168028,8.395386,0.1946859,-243.8687,0.001046455,0.1158144,110.6731
1.028809,96,-0.1588089,0.2031887,-0.1539293,0.3198773,79.21099,0.1167906,8.394505,0.1239235,-205.7157,0.001058794,0.1158144,109.3833
1.047485,96,-0.1588089,0.2031887,-0.1539316,0.3198656,79.21269,0.1167788,8.393654,0.09090231,-226.9852,0.001070718,0.1158144,108.1652
1.064941,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0.06430186,-51.07662,0.001078457,0.1158144,107.3891
1.071899,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,-13.38343,0.001078457,0.1158144,107.3891
1.08313,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,493.5509,0.001078457,0.1158144,107.3891
1.097412,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,0,0.001078457,0.1158144,107.3891
1.112305,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,0,0.001078457,0.1158144,107.3891
1.125977,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,0,0.001078457,0.1158144,107.3891
1.13916,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,0,0.001078457,0.1158144,107.3891
1.153564,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393093,0,0,0.001078457,0.1158144,107.3891
1.166382,96,-0.1588089,0.2031887,-0.153933,0.319858,79.21381,0.1167711,8.393097,-0.0005935517,-2.748888,0.001078457,0.1158144,107.3891
1.180298,96,-0.1588089,0.2031887,-0.1539323,0.3198616,79.21328,0.1167748,8.39336,-0.03792273,-242.0399,0.001082157,0.1158144,107.0219
1.195801,96,-0.1588089,0.2031887,-0.1539301,0.3198732,79.21159,0.1167864,8.394203,-0.108622,-190.4011,0.001093928,0.1158144,105.8702
1.211548,96,-0.1588089,0.2031887,-0.1539252,0.3198989,79.20784,0.1168123,8.39608,-0.2382657,-126.2529,0.001120108,0.1158144,103.3958
1.223022,96,-0.1588089,0.2031887,-0.1539169,0.3199423,79.20151,0.1168561,8.399246,-0.5547241,-153.6454,0.001164348,0.1158144,99.4672
1.239258,96,-0.1588089,0.2031887,-0.153908,0.3199894,79.19463,0.1169036,8.402683,-0.4227994,-645.1535,0.001212312,0.1158144,95.53189
1.252075,96,-0.1588089,0.2031887,-0.15389,0.3200833,79.18094,0.1169981,8.409531,-1.068309,170.2886,0.001307918,0.1158144,88.54874
1.264282,96,-0.1588089,0.2031887,-0.1538711,0.320182,79.16655,0.1170975,8.416725,-1.174347,-552.1168,0.001408386,0.1158144,82.23205
1.277344,96,-0.1588089,0.2031887,-0.1538484,0.3203011,79.14919,0.1172174,8.425407,-1.336368,-181.1953,0.001529574,0.1158144,75.71678
1.291748,96,-0.1588089,0.2031887,-0.1538197,0.32045,79.12746,0.1173674,8.436272,-1.511307,342.1179,0.001681249,0.1158144,68.88595
1.306396,96,-0.1588089,0.2031887,-0.153784,0.320636,79.10033,0.1175548,8.449837,-1.853695,327.259,0.001870682,0.1158144,61.91029
1.318604,96,-0.1588089,0.2031887,-0.1537449,0.3208389,79.07074,0.1177591,8.46463,-2.406624,390.8029,0.002077245,0.1158144,55.75386
1.333374,96,-0.1588089,0.2031887,-0.1537111,0.3210139,79.04521,0.1179354,8.477394,-1.736725,385.8495,0.002255484,0.1158144,51.34795
1.347168,96,-0.1588089,0.2031887,-0.153671,0.3212205,79.01506,0.1181436,8.49247,-2.177418,419.192,0.002465932,0.1158144,46.9658
1.360474,96,-0.1588089,0.2031887,-0.1536351,0.3214052,78.98811,0.1183297,8.505943,-2.027678,424.0512,0.002654099,0.1158144,43.63606
1.374268,96,-0.1588089,0.2031887,-0.1536039,0.3215656,78.96471,0.1184913,8.517647,-1.696207,476.0894,0.002817532,0.1158144,41.10493
1.389404,96,-0.1588089,0.2031887,-0.1535757,0.3217094,78.94371,0.1186362,8.528145,-1.38643,253.3071,0.002964083,0.1158144,39.0726
1.401245,96,-0.1588089,0.2031887,-0.1535506,0.3218382,78.92491,0.118766,8.537544,-1.583913,72.08944,0.003095299,0.1158144,37.41624
1.419189,96,-0.1588089,0.2031887,-0.1535355,0.3219152,78.91368,0.1188436,8.543159,-0.6251513,535.3044,0.003173735,0.1158144,36.49152
1.431274,96,-0.1588089,0.2031887,-0.1535188,0.3220003,78.90126,0.1189293,8.54937,-1.028958,-593.056,0.003260443,0.1158144,35.52108
1.444824,96,-0.1588089,0.2031887,-0.1535157,0.3220163,78.89892,0.1189455,8.550541,-0.1739607,2239.233,0.003276802,0.1158144,35.34374
1.457764,96,-0.1588089,0.2031887,-0.1535264,0.3219615,78.90691,0.1188903,8.546543,0.6148716,1283.973,0.003332638,0.1158144,34.75159
1.472168,96,-0.1588089,0.2031887,-0.1535556,0.3218125,78.92866,0.1187401,8.535671,1.512568,1875.399,0.00348445,0.1158144,33.23751
1.48584,96,-0.1588089,0.2031887,-0.1536141,0.3215131,78.97236,0.1184384,8.513821,3.184219,853.9648,0.003789564,0.1158144,30.56141
1.498535,96,-0.1588089,0.2031887,-0.1537,0.3210712,79.03684,0.1179932,8.481579,5.091444,1869.61,0.004239713,0.1158144,27.31658
1.514526,96,-0.1588089,0.2031887,-0.1538113,0.3204941,79.12103,0.1174119,8.439487,5.258759,2606.969,0.004827454,0.1158144,23.99079
1.529053,96,-0.1588089,0.2031887,-0.153998,0.3195159,79.26366,0.1164267,8.368168,9.865965,-778.935,0.005823275,0.1158144,19.8882
1.541382,96,-0.1588089,0.2031887,-0.1542127,0.3183749,79.42999,0.1152779,8.285007,13.43203,2627.962,0.006984362,0.1158144,16.58196
