TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.03626356,13.42971,0.4976531,38.47569,7172.966,False,0.5145975,1124.41,8,0,0,0,0
2,Pattern2,16,0.385201,1.100556,0.2833952,21.1719,16175.64,False,0.06153613,3209.071,26,0,0,0,0
3,Pattern1,5,0.558494,0.8720045,0.229439,17.41241,12189.44,True,0.03489552,2926.762,26,0,0,0,0
4,Pattern5,64,0.5584655,0.1993649,0.2818416,21.07944,17837.11,False,0.4239355,4346.393,12,0,0,0,0
5,Pattern7,112,0.5261607,0.4190924,0.2052213,14.91405,22611.43,False,0.1401764,4799.58,23,0,0,0,0
6,Pattern8,128,0.5584857,0.582628,0.2745903,20.16875,13635.04,False,0.2205099,2903.275,23,0,0,0,0
7,Pattern4,48,0.08058966,2.736206,0.1824146,13.19637,10195.13,False,0.1420549,1788.862,5,0,0,0,0
8,Pattern9,144,0.592627,0.7153497,0.3065754,22.96259,26190.79,False,0.05996786,6387.088,23,0,0,0,0
9,Pattern6,96,0.04686898,2.375527,0.103514,7.435959,5866.431,False,0.06476114,1174.38,7,0,0,0,0
10,Pattern3,32,0.4499856,0.7231106,0.2221943,16.26283,26241.15,False,0.1145015,4722.374,21,0,0,0,0
