TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.674118,0.3254297,0.3602931,27.27927,12052.46,False,0.3788871,3376.599,34,0,0,0,0
2,Pattern3,32,0.5584741,0.5826401,0.2386795,17.42912,24227.78,False,0.2205099,5398.534,19,0,0,0,0
3,Pattern2,16,0.6567813,0.6454743,0.2619298,19.53597,19635.5,True,0.009290251,3802.002,43,0,0,0,0
4,Pattern4,48,0.563928,0.391025,0.249826,18.26455,18507.61,False,0.3124903,4162.832,20,0,0,0,0
5,Pattern9,144,0.6436923,0.6585997,0.3698234,28.05933,35232.67,True,0.01217766,6715.012,22,0,0,0,0
6,Pattern8,128,0.558483,0.5826308,0.2702719,19.84188,13811.34,False,0.2205099,3887.703,23,0,0,0,0
7,Pattern5,64,0.1655077,0.6727084,0.1831512,13.30297,11751.26,False,0.2716967,2602.503,9,0,0,0,0
8,Pattern6,96,0.5584661,0.1993649,0.2590292,19.3357,15121.6,False,0.4239355,3278.594,17,0,0,0,0
9,Pattern10,155,0.5584681,0.8720449,0.3956891,30.31872,18060.27,True,0.03489559,3671.723,15,0,0,0,0
10,Pattern1,5,0.5948176,0.8187539,0.4005336,30.83436,22489.07,True,0.008677077,4486.699,24,0,0,0,0
