TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.3010073,1.617932,0.418955,31.86883,19449.46,False,0.2197293,2113.655,32,0,0,0,0
2,Pattern9,144,0.2103965,2.030538,0.3191904,23.6376,20917.71,False,0.268067,2897.844,38,0,0,0,0
3,Pattern8,128,0.1979657,1.643679,0.2817601,20.6417,34460.14,False,0.1551255,3475.672,26,0,0,0,0
4,Pattern6,96,0.193578,0.5872546,0.06402364,4.590861,79174.91,False,0.06426143,7399.026,25,0,0,0,0
5,Pattern7,112,0.007602794,29.00994,0.2255055,16.37266,1316.569,False,0.2278547,210.8617,6,0,0,0,0
6,Pattern2,16,0.5585034,0.7590562,0.2385864,17.63249,44330.5,False,0.1113385,4382.848,68,0,0,0,0
7,Pattern5,64,0.05628675,1.978058,0.1258609,9.052975,5565.338,False,0.133939,1128.715,24,0,0,0,0
8,Pattern4,48,0.4356445,0.5069282,0.1741101,12.6052,4433.994,False,0.2094326,1373.49,40,0,0,0,0
9,Pattern3,32,0.056726,5.735981,0.3163863,23.30365,11624.12,False,0.2931883,1136.551,17,0,0,0,0
10,Pattern10,155,0.1664075,2.950594,0.4433558,33.72803,14844.4,False,0.4005081,2711.354,22,0,0,0,0
