TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.5584621,0.5826526,0.2515189,18.40172,25134.8,False,0.2205099,5210.385,20,0,0,0,0
2,Pattern5,64,0.2866457,0.3884183,0.1316737,9.491036,6311.373,False,0.1735549,1292.057,25,0,0,0,0
3,Pattern8,128,0.05180763,6.280723,0.3224396,23.77088,3703.447,False,0.2757114,640.8046,11,0,0,0,0
4,Pattern10,155,0.3424147,1.422272,0.5230183,41.23695,21635.02,False,0.7076641,2253.751,21,0,0,0,0
5,Pattern9,144,1.422232,0.280549,0.2566125,19.23895,89604.37,False,0.672431,9237.501,50,0,0,0,0
6,Pattern6,96,0.2844667,0.3913939,0.09544297,6.857729,3744.335,False,0.1736544,613.9106,43,0,0,0,0
7,Pattern7,112,0.1638648,1.345682,0.1624912,11.75856,3665.538,False,0.05948233,716.8123,33,0,0,0,0
8,Pattern4,48,0.2096016,1.052043,0.1355407,9.820117,10972.2,True,0.01379826,2275.108,20,0,0,0,0
9,Pattern1,5,0.5584587,0.8720596,0.2796514,21.36517,30319.65,True,0.03489552,6054.562,13,0,0,0,0
10,Pattern2,16,0.5584937,0.7590693,0.1708297,12.53145,124552.2,False,0.1113385,9235.777,31,0,0,0,0
