TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.4678648,0.2379714,0.1845309,13.38707,29261.69,False,0.2412075,6403.972,19,0,0,0,0
2,Pattern10,155,0.293968,1.656675,0.4424074,33.70181,16802.92,False,0.3834771,3099.351,28,0,0,0,0
3,Pattern1,5,0.7718006,0.63484,0.4070116,31.32231,28927.02,False,0.2038347,5536.023,30,0,0,0,0
4,Pattern6,96,0.08886872,1.252843,0.1309716,9.423986,5030.376,False,0.1315353,1543.239,16,0,0,0,0
5,Pattern2,16,0.4591681,0.9232686,0.1684581,12.58974,24979.58,True,0.009633357,5092.613,20,0,0,0,0
6,Pattern8,128,0.7017741,0.4466353,0.2296408,16.77818,16753.97,False,0.1769566,3480.448,30,0,0,0,0
7,Pattern3,32,0.5536151,0.5797248,0.2264068,16.49593,31149.34,False,0.2205099,5574.544,13,0,0,0,0
8,Pattern7,112,0.1910511,1.1795,0.1204234,8.708367,9821.91,True,0.04305683,2006.394,18,0,0,0,0
9,Pattern4,48,0.6763631,0.326023,0.2346639,17.17014,29668.03,False,0.2132643,7129.559,21,0,0,0,0
10,Pattern9,144,0.1002228,4.159885,0.4399506,33.36905,4372.999,False,0.4487221,1391.407,27,0,0,0,0
