TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.4198912,0.5251597,0.1944936,14.08544,18972.16,False,0.1945416,4042.525,15,0,0,0,0
2,Pattern8,128,0.8047566,0.4043327,0.3273638,24.41811,27734.11,True,0.03993106,7041.378,24,0,0,0,0
3,Pattern5,64,0.5513644,0.2019326,0.2444171,18.1832,14606.1,False,0.4178707,3405.464,31,0,0,0,0
4,Pattern9,144,0.7231031,0.5862726,0.2134371,15.85767,69770.23,False,0.09047529,9510.192,27,0,0,0,0
5,Pattern2,16,0.5584683,0.759104,0.2040895,15.09359,13897.51,False,0.1113385,3767.4,16,0,0,0,0
6,Pattern3,32,0.2307113,1.410375,0.1816611,13.24223,9856.359,False,0.1040944,1891.054,18,0,0,0,0
7,Pattern7,112,0.5584859,0.3948354,0.3547865,27.70146,20404.06,False,0.6632302,4323.914,23,0,0,0,0
8,Pattern6,96,0.9726495,0.1144693,0.3138959,24.33343,24901.32,False,0.5698715,6329.175,44,0,0,0,0
9,Pattern1,5,0.5584977,0.8719986,0.2196026,16.47564,23927.41,True,0.03489552,4328.724,33,0,0,0,0
10,Pattern10,155,0.6551873,0.743313,0.5478342,45.21654,31535.3,False,0.7788174,6951.389,25,0,0,0,0
