TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.06765667,1.645639,0.07567573,5.432583,5766.096,True,0.04402193,1067.609,5,0,0,0,0
2,Pattern4,48,0.1007664,2.188329,0.1802412,13.03374,8822.499,False,0.1431641,1886.226,12,0,0,0,0
3,Pattern1,5,0.2762998,1.762612,0.3554924,26.76546,26712.32,False,0.2492735,4469.917,13,0,0,0,0
4,Pattern7,112,0.3989273,0.5527573,0.3544382,26.71404,20571.87,False,0.4825315,4410.483,17,0,0,0,0
5,Pattern6,96,0.1704695,0.6531289,0.08453496,6.072049,10055.9,False,0.05183509,2350.827,17,0,0,0,0
6,Pattern10,155,0.3207824,1.925756,0.6871412,60.53086,130944.3,False,0.7392453,12575.47,20,0,0,0,0
7,Pattern9,144,0.8109568,0.5227597,0.3784073,28.70533,18964.58,False,0.5149481,4489.013,31,0,0,0,0
8,Pattern2,16,0.559093,0.7582557,0.2305753,17.09152,23738.33,False,0.1107522,4625.578,16,0,0,0,0
9,Pattern3,32,0.09752657,3.336418,0.2909279,21.35826,15871.92,False,0.2399099,2756.796,12,0,0,0,0
10,Pattern8,128,0.2390813,1.360999,0.2421084,17.6875,11871.95,False,0.17995,2292.637,35,0,0,0,0
