TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.2250036,1.884127,0.3275613,24.35419,19085.93,False,0.2353491,3143.791,22,0,0,0,0
2,Pattern7,112,0.4758048,0.4634463,0.2065248,14.97945,122395.2,False,0.2486791,10108.96,30,0,0,0,0
3,Pattern6,96,0.189736,0.5868077,0.07810283,5.604656,28291.8,False,0.07791317,2976.058,18,0,0,0,0
4,Pattern3,32,0.203948,1.595453,0.1880487,13.68421,22435.65,False,0.1305735,3233.375,16,0,0,0,0
5,Pattern8,128,0.5584882,0.5826254,0.2235286,16.29494,14665.48,False,0.2205099,3457.08,20,0,0,0,0
6,Pattern5,64,0.02124679,5.240249,0.09764602,7.011393,4441.042,False,0.09026163,768.1614,7,0,0,0,0
7,Pattern10,155,0.4357719,1.117578,0.2872277,21.59789,13745,False,0.08764389,3225.528,35,0,0,0,0
8,Pattern4,48,0.1615855,1.402128,0.1494675,10.78995,51618.82,False,0.1154649,5568.699,14,0,0,0,0
9,Pattern1,5,0.5584694,0.8720428,0.1722376,13.04169,15441.04,True,0.03489552,3348.103,15,0,0,0,0
10,Pattern9,144,0.2432919,1.742498,0.327325,24.38058,41441.85,False,0.2013225,4125.831,17,0,0,0,0
