TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.0772373,1.479377,0.177782,12.84634,36312.68,False,0.1900578,3607.481,12,0,0,0,0
2,Pattern4,48,0.05975565,5.252948,0.3248484,23.95811,71746.91,False,0.3142181,6213.68,20,0,0,0,0
3,Pattern10,155,0.4210661,1.173452,0.4034002,30.30941,821233.2,False,0.4049664,68714.44,30,0,0,0,0
4,Pattern8,128,0.2038198,0.3755277,0.06050494,4.339564,53000.4,False,0.07591289,4859.233,23,0,0,0,0
5,Pattern2,16,0.5178515,0.8526291,0.2828818,20.80838,204993.1,False,0.2868436,18961.49,63,0,0,0,0
6,Pattern5,64,0.364781,0.30522,0.06928475,4.980523,40185.01,False,0.256613,4863.118,27,0,0,0,0
7,Pattern9,144,0.2522427,2.063454,0.5456365,43.02452,358711.5,False,0.5112734,32093.02,52,0,0,0,0
8,Pattern1,5,0.2990683,1.619732,0.331114,24.59882,41486.33,False,0.2337551,4176.102,52,0,0,0,0
9,Pattern7,112,0.586414,0.3760312,0.3637064,27.92924,112066.8,False,0.6393927,10427.52,50,0,0,0,0
10,Pattern3,32,0.3565353,0.905138,0.100225,7.22307,954271.5,True,0.02128225,81859.68,36,0,0,0,0
