TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern9,144,0.1591505,2.66374,0.4404676,33.42733,10226.25,False,0.3767742,2561.099,33,0,0,0,0
2,Pattern8,128,0.5496927,0.5919478,0.2807604,20.83638,77735.19,True,0.01232843,9600.988,30,0,0,0,0
3,Pattern10,155,0.5713565,0.8701181,0.3599637,27.49506,59571.7,True,0.03489559,7948.313,30,0,0,0,0
4,Pattern1,5,0.55847,0.872042,0.121001,9.069968,19264.04,True,0.03489552,4098.834,14,0,0,0,0
5,Pattern5,64,0.2934192,0.3794518,0.09392554,6.749297,97680.06,False,0.1383502,9301.229,38,0,0,0,0
6,Pattern6,96,0.2036465,0.5467246,0.2301238,16.75875,211438.5,False,0.3073401,19441.61,30,0,0,0,0
7,Pattern7,112,0.2790788,0.7901352,0.3675432,27.52745,8123.473,False,0.44494,1901.246,37,0,0,0,0
8,Pattern2,16,0.4808537,0.7407624,0.2303286,16.86758,171780.1,False,0.1113385,15669.7,34,0,0,0,0
9,Pattern3,32,0.264863,1.22852,0.1964198,14.3469,91103.69,False,0.07014858,8558.672,27,0,0,0,0
10,Pattern4,48,0.5530831,0.3982579,0.2008821,14.60399,80169.02,False,0.3206708,9051.016,41,0,0,0,0
