TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.4871501,0.4526531,0.2010527,14.5884,16101.56,False,0.2458664,3613.059,29,0,0,0,0
2,Pattern1,5,0.5584861,0.8720168,0.08967196,6.61831,283228.3,True,0.03489552,26011.79,17,0,0,0,0
3,Pattern10,155,0.04674454,10.41853,0.4843083,37.26033,11941.85,False,0.4490923,1447.814,7,0,0,0,0
4,Pattern3,32,0.5770972,0.5931576,0.2440845,17.8481,153867.6,False,0.220462,14129.47,22,0,0,0,0
5,Pattern2,16,0.2004087,2.115355,0.3951688,29.67047,6049.778,False,0.2345296,1172.932,34,0,0,0,0
6,Pattern6,96,0.1804489,0.6325853,0.09554583,6.862912,18818.97,False,0.06583638,3100.62,12,0,0,0,0
7,Pattern9,144,0.06404269,6.620995,0.4216053,31.80518,10439.06,False,0.3600704,1496.457,6,0,0,0,0
8,Pattern4,48,0.5276137,0.4179382,0.1976024,14.33702,9911.194,False,0.236259,2724.643,29,0,0,0,0
9,Pattern8,128,0.5584828,0.5826311,0.2442161,17.87184,14099.28,False,0.2205099,4114.465,17,0,0,0,0
10,Pattern5,64,0.3503387,0.3178023,0.1378308,9.940863,51605.88,False,0.1249494,5206.006,28,0,0,0,0
