TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.266445,0.4178669,0.1218472,8.768625,5011.878,False,0.1537834,1170.119,25,0,0,0,0
2,Pattern1,5,0.5592757,0.8707856,0.1747908,13.21316,23398.07,True,0.03489552,5302.117,18,0,0,0,0
3,Pattern7,112,0.4169203,0.528902,0.1778336,12.86309,12496.88,False,0.1916459,2959.43,31,0,0,0,0
4,Pattern3,32,0.2398013,1.356912,0.255147,18.70415,15954.13,False,0.1677375,3426.507,14,0,0,0,0
5,Pattern5,64,0.4601063,0.2419842,0.2528715,18.6034,27136.99,False,0.3375181,4903.887,13,0,0,0,0
6,Pattern10,155,0.5042713,0.9657677,0.2969936,22.56986,8090.623,True,0.01931623,1905.142,32,0,0,0,0
7,Pattern4,48,0.4976334,0.4431172,0.2229539,16.22073,23119.76,False,0.268916,4779.91,15,0,0,0,0
8,Pattern2,16,0.08926212,4.749332,0.397657,29.84189,9439.451,False,0.3545034,1260.652,10,0,0,0,0
9,Pattern8,128,0.3166307,1.027662,0.218607,16.03408,10580.28,True,0.04297463,2271.666,33,0,0,0,0
10,Pattern9,144,0.2988289,1.418656,0.2874433,21.32107,8064.012,False,0.1709821,2000.316,31,0,0,0,0
