TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.3583995,0.3828935,0.08593903,6.175348,34298.54,False,0.1100117,4963.723,40,0,0,0,0
2,Pattern3,32,0.527542,0.6172414,0.2065507,15.16251,15195.67,False,0.09655339,3631.202,55,0,0,0,0
3,Pattern9,144,0.5602742,0.7566044,0.2383163,17.68495,25770.1,False,0.1105193,4160.885,37,0,0,0,0
4,Pattern2,16,0.5809147,0.729784,0.2761125,20.65246,25119,False,0.1113385,3821.136,26,0,0,0,0
5,Pattern10,155,0.5646052,0.862566,0.2414004,18.26105,38410.06,True,0.02879169,4095.573,35,0,0,0,0
6,Pattern7,112,0.5487409,0.3847278,0.1960334,14.30717,37243.79,False,0.3253894,5783.964,40,0,0,0,0
7,Pattern6,96,0.4605703,0.231006,0.2388145,17.56868,22021.18,False,0.3379146,3582.331,28,0,0,0,0
8,Pattern8,128,0.2046131,1.590266,0.1943422,14.14089,36130.71,False,0.1299118,3572.712,32,0,0,0,0
9,Pattern4,48,0.6583599,0.3404074,0.2379588,17.39207,195919.6,False,0.2774525,19866.42,31,0,0,0,0
10,Pattern1,5,0.2076551,2.346812,0.5023199,38.93184,35680.72,False,0.4897329,3224.353,41,0,0,0,0
