TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.1449389,1.521399,0.1297501,9.3696,27441.63,False,0.08006161,3168.14,11,0,0,0,0
2,Pattern8,128,0.5089574,0.6393254,0.2015311,14.72044,22786.12,False,0.1724966,4678.579,32,0,0,0,0
3,Pattern2,16,0.5584788,0.7590896,0.1895431,14.01552,42040.45,False,0.1113385,5171.157,19,0,0,0,0
4,Pattern6,96,0.09298134,1.197429,0.05410519,3.884497,13825.11,True,0.0187175,2429.783,6,0,0,0,0
5,Pattern9,144,0.5343853,0.7933144,0.2847078,21.17368,20493.8,False,0.2935667,5764.777,34,0,0,0,0
6,Pattern3,32,0.5584674,0.5826471,0.2288681,16.6815,32996.95,False,0.2205099,6107.132,15,0,0,0,0
7,Pattern4,48,0.00734519,30.021,0.2249016,16.32764,3500.311,False,0.2275612,614.3193,2,0,0,0,0
8,Pattern1,5,0.5790403,0.8410627,0.1924749,14.59079,54482.2,True,0.03489552,6841.728,26,0,0,0,0
9,Pattern5,64,0.1893585,0.5879769,0.07795528,5.594142,8347.876,False,0.07753651,1122.606,23,0,0,0,0
10,Pattern10,155,0.5584962,0.872001,0.2167761,16.44025,86404.3,True,0.03487169,9697.564,13,0,0,0,0
