TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.5050595,0.4366019,0.2174499,15.83356,11634.19,False,0.2765255,2888.138,28,0,0,0,0
2,Pattern1,5,0.5584949,0.8720031,0.3278732,24.86113,19050.52,True,0.03489552,4814.189,35,0,0,0,0
3,Pattern9,144,0.4906318,0.8640604,0.2712779,20.284,39602.18,True,0.01934607,5831.2,32,0,0,0,0
4,Pattern10,155,0.2911504,1.672707,0.5144465,40.09891,15061.23,False,0.4533682,3942.261,40,0,0,0,0
5,Pattern2,16,0.5735382,0.7391582,0.3391452,25.33633,13827,False,0.07462581,3890.984,41,0,0,0,0
6,Pattern7,112,0.3421071,0.6445642,0.2163384,15.70742,65846.9,True,0.04552594,7010.187,33,0,0,0,0
7,Pattern5,64,0.2465476,0.4515901,0.06751407,4.847106,21265.85,False,0.09653874,3699.135,35,0,0,0,0
8,Pattern3,32,0.3641661,0.8935192,0.2594128,18.98766,31653.25,True,0.02582478,3863.527,33,0,0,0,0
9,Pattern8,128,0.2674543,1.216617,0.3330035,24.62638,13034.86,False,0.303588,2780.711,22,0,0,0,0
10,Pattern6,96,0.2317696,0.4803846,0.142793,10.3051,10744.42,False,0.2291061,2721.325,21,0,0,0,0
