TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.6714897,0.49471,0.485745,37.85942,26275.4,False,0.4090248,6230.074,41,0,0,0,0
2,Pattern10,155,0.718137,0.6792827,0.2864758,21.82409,40337.82,False,0.05819242,9313.917,49,0,0,0,0
3,Pattern6,96,0.481902,0.2310398,0.2291159,16.84762,35696.82,False,0.347019,5793.82,20,0,0,0,0
4,Pattern2,16,0.7420273,0.5713206,0.2369394,17.58787,30776.69,False,0.1113385,7974.384,44,0,0,0,0
5,Pattern9,144,0.442028,0.9590693,0.3009221,22.49635,34999.37,True,0.04590715,3964.389,54,0,0,0,0
6,Pattern1,5,0.5584832,0.8720213,0.1927106,14.58091,28413.44,True,0.03489552,6866.774,21,0,0,0,0
7,Pattern7,112,0.2791086,0.8458644,0.3079185,22.72087,53832.64,False,0.3953208,5954.689,32,0,0,0,0
8,Pattern5,64,0.3856022,0.4502535,0.1770699,12.82334,96222.41,True,0.003815817,9543.553,33,0,0,0,0
9,Pattern3,32,0.1286229,2.529295,0.2757204,20.18306,22584.34,False,0.2263849,3150.809,40,0,0,0,0
10,Pattern4,48,0.172798,1.276114,0.1148442,8.293975,8575.608,False,0.05056986,1884.585,19,0,0,0,0
