TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.06140907,7.930575,0.478024,36.70795,7715.673,False,0.4369038,1223.131,2,0,0,0,0
2,Pattern7,112,0.580549,0.3798301,0.1970719,14.28195,30963.06,False,0.1650853,4756.896,4,0,0,0,0
3,Pattern8,128,0.6294904,0.5169093,0.2424874,17.75254,12961.64,False,0.1663218,3700.867,4,0,0,0,0
4,Pattern2,16,0.01387438,30.46635,0.418101,31.50983,12341.8,False,0.4108594,1017.076,1,0,0,0,0
5,Pattern6,96,0.5759988,0.1932965,0.3376593,26.46912,29940.1,False,0.5944995,6754.53,5,0,0,0,0
6,Pattern4,48,0.382704,0.5761892,0.1890632,13.70446,25371.55,False,0.1211316,5373.242,5,0,0,0,0
7,Pattern9,144,0.5559323,0.7586592,0.303956,22.73706,23209.52,False,0.1113385,3216.5,3,0,0,0,0
8,Pattern3,32,0.5980667,0.6038359,0.1962207,14.25633,358064,False,0.2205099,24923.72,4,0,0,0,0
9,Pattern5,64,0.1577083,0.7059773,0.06361081,4.566021,11216.4,True,0.04598262,2789.689,3,0,0,0,0
10,Pattern10,155,0.4077262,1.194452,0.3817473,28.99047,10233.57,False,0.1154656,2804.721,4,0,0,0,0
