TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.574329,0.8479621,0.4501421,34.79633,321498.2,False,0.3236186,27883.8,38,0,0,0,0
2,Pattern4,48,0.4454764,0.4841386,0.1546349,11.17315,65820.58,False,0.2240664,6169.831,42,0,0,0,0
3,Pattern3,32,0.1895077,1.672677,0.2518077,18.42787,6944.253,False,0.1357585,1517.445,31,0,0,0,0
4,Pattern8,128,0.2815979,1.155511,0.4507699,34.73933,13617.83,False,0.5574127,2893.564,21,0,0,0,0
5,Pattern2,16,0.07660775,5.447569,0.3965403,29.71713,10258.18,False,0.3645664,1928.93,21,0,0,0,0
6,Pattern1,5,0.1377728,3.534872,0.4291331,32.53781,6327.133,False,0.3710419,1806.097,23,0,0,0,0
7,Pattern6,96,0.2068256,0.5383208,0.1533725,11.11534,34541.7,False,0.3021717,3863.403,20,0,0,0,0
8,Pattern9,144,0.32103,1.333225,0.5697421,46.25912,61293.22,False,0.6580058,5669.316,38,0,0,0,0
9,Pattern7,112,0.1614226,1.41336,0.2706094,19.80831,48129.26,False,0.3140782,4797.267,29,0,0,0,0
10,Pattern5,64,0.1719793,0.4159,0.05919021,4.244323,360373.1,False,0.09335348,31990.48,24,0,0,0,0
