TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.5335336,0.7945806,0.2435109,18.15635,14429.6,False,0.08656658,3709.241,25,0,0,0,0
2,Pattern4,48,0.3625296,0.6082537,0.1753098,12.68692,22353.82,False,0.1384422,4273.855,16,0,0,0,0
3,Pattern7,112,0.4079318,0.5726286,0.2299212,16.75249,21980.61,False,0.1941486,5245.083,21,0,0,0,0
4,Pattern3,32,0.3507615,0.9278736,0.162624,11.94176,8676.104,True,0.01558235,2742.826,20,0,0,0,0
5,Pattern5,64,0.5262526,0.2115685,0.2052251,15.12786,40153.36,False,0.395083,5423.25,21,0,0,0,0
6,Pattern10,155,0.5584729,0.8720373,0.3481141,26.60093,20556.63,True,0.03489559,4870.698,16,0,0,0,0
7,Pattern1,5,0.5808208,0.842055,0.3217915,24.55487,22386.33,False,0.1029215,4726.715,25,0,0,0,0
8,Pattern6,96,0.6325276,0.1760216,0.1173571,8.472055,32142.54,False,0.07743241,7896.119,23,0,0,0,0
9,Pattern8,128,0.5283559,0.6158527,0.3185243,23.51907,21585.04,False,0.3148081,5226.988,21,0,0,0,0
10,Pattern9,144,0.2214673,1.914212,0.4203735,31.70743,14261.94,False,0.400456,3698.669,24,0,0,0,0
