TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.374227,0.8694975,0.3325356,24.65355,34637.95,False,0.2884396,4450.505,30,0,0,0,0
2,Pattern3,32,0.3573636,0.9105274,0.1803505,13.25128,35856.67,True,0.04759175,4552.607,26,0,0,0,0
3,Pattern5,64,0.09802938,1.135813,0.1294068,9.309723,7221.346,False,0.1334236,1321.31,35,0,0,0,0
4,Pattern4,48,0.5058766,0.4358967,0.2178116,15.862,22244.64,False,0.276652,5107.758,21,0,0,0,0
5,Pattern2,16,0.4028959,1.052221,0.2409827,18.02823,28135.58,False,0.05362011,4547.059,23,0,0,0,0
6,Pattern1,5,0.3252098,1.497523,0.3633047,27.43801,20675.48,False,0.2260635,3144.95,31,0,0,0,0
7,Pattern9,144,0.5562044,0.7586984,0.2370963,17.61313,13886.02,False,0.1113385,2825.544,27,0,0,0,0
8,Pattern6,96,0.1333925,0.8346686,0.04398986,3.156639,3760.69,True,0.02168895,983.7301,22,0,0,0,0
9,Pattern10,155,0.5584774,0.8720303,0.1812484,13.68903,22897.83,True,0.03489559,4492.744,16,0,0,0,0
10,Pattern7,112,0.2154925,1.001719,0.121647,8.801967,54600.78,True,0.002379337,5575.119,24,0,0,0,0
