TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.5584773,0.7590917,0.2674587,19.94587,21202.91,False,0.1113385,4431.409,19,0,0,0,0
2,Pattern3,32,0.5211043,0.6159749,0.2190358,15.97636,7500.134,False,0.1910726,1987.33,45,0,0,0,0
3,Pattern8,128,0.5584955,0.5826178,0.5879205,49.92971,10286.7,False,0.7190354,2631.061,27,0,0,0,0
4,Pattern1,5,0.5576395,0.8745411,0.5852772,49.97232,18813.81,False,0.781037,2884.843,23,0,0,0,0
5,Pattern7,112,0.611483,1.084626,0.4332128,34.72931,924904,False,0.1691322,87946.71,51,0,0,0,0
6,Pattern6,96,0.4653618,0.2392516,0.1235868,8.922293,10510.87,False,0.3480872,1626.21,31,0,0,0,0
7,Pattern5,64,0.3463865,0.2891295,0.151256,11.00766,304795.9,False,0.4239355,29182.15,30,0,0,0,0
8,Pattern4,48,0.5584885,0.3948334,0.2072455,15.05602,10668.68,False,0.3253894,1975.499,23,0,0,0,0
9,Pattern10,155,0.02230484,21.83424,0.4861503,37.423,1343.125,False,0.4682607,240.3938,8,0,0,0,0
10,Pattern9,144,0.5613686,0.7508001,0.4962067,39.96303,21016.53,False,0.7608454,3721.728,24,0,0,0,0
