TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.1498952,1.471094,0.1489744,10.77479,8497.467,False,0.07339503,1492.328,10,0,0,0,0
2,Pattern10,155,0.5619666,0.866616,0.2350699,17.75637,41712.27,True,0.03141635,5688.516,20,0,0,0,0
3,Pattern9,144,0.5584797,0.7590886,0.2297164,17.01181,25404,False,0.1113385,4862.975,25,0,0,0,0
4,Pattern1,5,0.7842696,0.6209717,0.241574,18.18572,33903.22,False,0.1222605,6461.854,26,0,0,0,0
5,Pattern4,48,0.4709672,0.4682065,0.2023027,14.68023,62696.37,False,0.2429457,6762.195,27,0,0,0,0
6,Pattern6,96,0.0925772,1.202656,0.104797,7.528819,41101.58,False,0.1219846,4068.383,17,0,0,0,0
7,Pattern8,128,0.0475601,6.841647,0.3332671,24.62279,7822.712,False,0.3480046,1400.284,12,0,0,0,0
8,Pattern3,32,0.5584812,0.5826327,0.226815,16.53105,16666.04,False,0.2205099,4404.755,20,0,0,0,0
9,Pattern5,64,0.6044821,0.1793263,0.1814268,13.16371,40839.97,False,0.2369869,6740.956,33,0,0,0,0
10,Pattern2,16,0.5574115,0.7482186,0.2041323,15.06251,29698.39,False,0.1084823,6645.614,20,0,0,0,0
