TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.2246453,0.4956193,0.07139205,5.124002,8253.896,True,0.02537239,1852.561,41,0,0,0,0
2,Pattern1,5,0.8702186,0.5596402,0.4883055,38.04366,22723.74,True,0.02689757,4752.485,38,0,0,0,0
3,Pattern2,16,0.5998962,0.6912606,0.2489682,18.38808,97405.57,False,0.1084663,11908.09,36,0,0,0,0
4,Pattern5,64,0.3532873,0.3151498,0.08949353,6.43238,5143.282,False,0.2429603,1356.099,32,0,0,0,0
5,Pattern8,128,0.5218875,0.7090408,0.2892161,21.5099,148183.7,False,0.140336,14294.32,41,0,0,0,0
6,Pattern3,32,0.5111079,0.6323361,0.3418656,25.46402,75638.09,False,0.2938475,8170.859,41,0,0,0,0
7,Pattern10,155,0.7696636,0.6564916,0.4279897,32.83268,35505.74,False,0.3707029,6418.441,41,0,0,0,0
8,Pattern9,144,0.5640178,0.7565877,0.2593577,19.32878,14332.01,False,0.107617,3394.005,28,0,0,0,0
9,Pattern7,112,0.5117658,0.429815,0.1804598,13.07652,45229.93,False,0.2531999,4827.305,43,0,0,0,0
10,Pattern4,48,0.02142139,10.29391,0.2364664,17.19328,822.8691,False,0.24102,195.1599,13,0,0,0,0
