TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.1482569,1.487351,0.1617606,11.70709,9024.526,False,0.07503361,1827.772,3,0,0,0,0
2,Pattern10,155,0.4101374,1.247766,0.5260394,41.20726,16958.32,False,0.5221251,4131.688,3,0,0,0,0
3,Pattern9,144,0.9815217,0.4319166,0.3886975,29.66754,30304.11,True,0.03834656,8685.256,7,0,0,0,0
4,Pattern7,112,0.6164195,0.3577209,0.2173507,15.80846,32601.39,False,0.2853352,7858.702,7,0,0,0,0
5,Pattern1,5,0.5584757,0.8720331,0.2467253,18.69527,27736.84,True,0.03489552,8816.817,4,0,0,0,0
6,Pattern5,64,0.546079,0.1813913,0.2826399,21.12288,35253.27,False,0.4239355,9102.773,2,0,0,0,0
7,Pattern3,32,0.557676,0.5821632,0.2383807,17.41007,35042.3,False,0.2205099,7027.401,3,0,0,0,0
8,Pattern8,128,0.3588944,0.9066439,0.3463931,25.8529,15840.3,False,0.4568,3673.001,3,0,0,0,0
9,Pattern6,96,0.313729,0.3548876,0.1218292,8.764711,20561.13,False,0.1533266,5119.818,3,0,0,0,0
10,Pattern2,16,0.1516428,2.795619,0.3993576,29.98931,13213.3,False,0.2885099,2497.226,2,0,0,0,0
