TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.4870624,0.2370134,0.199913,14.58845,17052.4,False,0.2678385,4320.507,21,0,0,0,0
2,Pattern4,48,0.2472258,0.9339329,0.08549049,6.189096,145225.9,True,0.01300203,12722.64,25,0,0,0,0
3,Pattern8,128,0.1856613,1.752597,0.2362554,17.21677,166339.1,False,0.208676,15237.15,25,0,0,0,0
4,Pattern9,144,0.08839852,4.686677,0.3993949,29.96273,5192.464,False,0.3822843,1290.987,11,0,0,0,0
5,Pattern1,5,0.2497085,1.944589,0.3741601,28.08387,51077.68,False,0.2843394,5442.375,28,0,0,0,0
6,Pattern10,155,0.3681659,1.346117,0.4146149,31.46819,27121.62,False,0.2818993,3664.354,38,0,0,0,0
7,Pattern3,32,0.5646289,0.5762889,0.2101759,15.30231,100085.8,False,0.2146048,9257.571,26,0,0,0,0
8,Pattern2,16,0.5521027,0.7580078,0.2064063,15.26006,20435.69,False,0.1113385,3396.858,32,0,0,0,0
9,Pattern7,112,0.02048017,10.767,0.2163249,15.68851,4236.811,False,0.2173353,877.4916,11,0,0,0,0
10,Pattern6,96,0.1895656,0.5826299,0.0705052,5.062805,8903.188,True,0.03842766,2012.542,18,0,0,0,0
