TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.6958108,0.4558982,0.2074074,15.13035,51219.61,False,0.1434276,6875.005,28,0,0,0,0
2,Pattern8,128,0.4512954,0.7212207,0.2209188,16.22172,21759.31,False,0.119257,3872.609,26,0,0,0,0
3,Pattern10,155,0.4860063,1.003589,0.3249934,24.54325,28275.34,False,0.1413031,4836.928,35,0,0,0,0
4,Pattern7,112,0.2185948,1.008761,0.174096,12.57979,9202.777,False,0.1473913,2498.036,28,0,0,0,0
5,Pattern1,5,0.4356767,1.117823,0.4641377,35.5057,23172.67,False,0.4624176,5970.358,27,0,0,0,0
6,Pattern2,16,0.5696034,0.7442642,0.1922182,14.16535,23014.19,False,0.1113385,4823.621,20,0,0,0,0
7,Pattern5,64,0.4337755,0.2566729,0.198328,14.44418,18144.22,False,0.2731731,4044.291,16,0,0,0,0
8,Pattern4,48,0.50853,0.4336222,0.2215446,16.11388,30170.63,False,0.2589402,5032.227,22,0,0,0,0
9,Pattern9,144,0.1606332,2.639152,0.3598748,26.82728,6900.509,False,0.3020275,1636.844,24,0,0,0,0
10,Pattern6,96,0.2656867,0.4190596,0.103082,7.423126,14795.83,False,0.1530391,3569.308,15,0,0,0,0
