TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.5727416,0.7401863,0.2695538,19.84368,350855.2,False,0.1113385,24942.16,5,0,0,0,0
2,Pattern4,48,0.3456123,0.638027,0.1058383,7.619015,11487.06,False,0.1217383,2679.979,4,0,0,0,0
3,Pattern8,128,0.5502166,0.5891969,0.3711202,27.83892,28399.38,False,0.4050744,6798.911,7,0,0,0,0
4,Pattern5,64,0.01137744,2.822787,0.02491545,1.784765,98583.5,True,0.02074496,6753.615,1,0,0,0,0
5,Pattern9,144,0.558483,0.759084,0.2657323,19.76056,29462.75,False,0.1113385,7100.986,3,0,0,0,0
6,Pattern6,96,0.1218213,0.91395,0.1586517,11.45241,18222.86,False,0.1901539,2873.827,3,0,0,0,0
7,Pattern10,155,0.5584832,0.8720212,0.3863449,29.34438,38647.57,True,0.03489559,6716.578,4,0,0,0,0
8,Pattern7,112,0.5010583,0.4400884,0.198268,14.39631,17357.96,False,0.14058,4340.023,7,0,0,0,0
9,Pattern3,32,0.001279546,254.3006,0.3250447,23.97296,2057.427,False,0.32422,221.3869,3,0,0,0,0
10,Pattern1,5,0.5611143,0.8716574,0.2253237,17.12045,24627.22,True,0.03489552,7074.484,2,0,0,0,0
