TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.2931546,0.3797946,0.1881902,13.69886,27015.71,False,0.2459335,3114.831,54,0,0,0,0
2,Pattern5,64,0.705896,0.3607406,0.2940062,21.8129,155064.6,False,0.4239355,18235.32,18,0,0,0,0
3,Pattern2,16,0.5584748,0.759095,0.3338508,24.97338,102418.7,False,0.1113385,10703.98,30,0,0,0,0
4,Pattern1,5,0.5584886,0.8720129,0.1908572,14.21257,104751.2,True,0.03489552,12469.7,39,0,0,0,0
5,Pattern3,32,0.5584698,0.5826445,0.2313258,16.8709,131464.2,False,0.2205099,17788.05,16,0,0,0,0
6,Pattern4,48,0.5584843,0.3948364,0.2391593,17.4883,103591.2,False,0.3253894,11932.7,23,0,0,0,0
7,Pattern7,112,0.07543592,2.923143,0.2392026,17.39952,19658.84,False,0.2959076,2249.749,19,0,0,0,0
8,Pattern10,155,0.5340649,0.9477564,0.7323275,68.97841,181142.3,False,0.7810369,20058.53,33,0,0,0,0
9,Pattern8,128,0.3791468,0.1975548,0.1164121,8.385015,706494.9,False,0.2205099,64715.18,31,0,0,0,0
10,Pattern9,144,0.508242,0.9162613,0.6791801,61.28764,85545.05,False,0.7608454,14765.59,22,0,0,0,0
