TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.3034732,0.7266207,0.07812528,5.62099,7542.269,False,0.07993899,1074.991,47,0,0,0,0
2,Pattern2,16,0.5584947,0.759068,0.2621097,19.49916,12085.48,False,0.1113385,3236.62,38,0,0,0,0
3,Pattern9,144,0.5873495,0.7217773,0.328346,24.65258,26707.75,False,0.1111366,5078.958,29,0,0,0,0
4,Pattern8,128,0.02256832,14.41797,0.3377885,24.97639,18815.23,False,0.3446441,1741.207,18,0,0,0,0
5,Pattern7,112,0.3117623,0.7398648,0.1191274,8.607275,7736.146,False,0.07468367,2355.568,20,0,0,0,0
6,Pattern10,155,0.1968348,2.474203,0.431294,32.70904,6390.624,False,0.3281422,2020.611,29,0,0,0,0
7,Pattern6,96,0.2747525,0.4199459,0.09171606,6.589588,53943.94,False,0.109185,5253.545,42,0,0,0,0
8,Pattern5,64,0.01027559,10.83524,0.1030059,7.397824,2705.993,False,0.101154,284.5905,11,0,0,0,0
9,Pattern3,32,0.4644653,0.5112037,0.1691929,12.26727,159078.3,False,0.2205099,14971.33,39,0,0,0,0
10,Pattern1,5,0.4457048,1.092672,0.3801122,28.86515,6067.028,False,0.07285164,1761.015,42,0,0,0,0
