TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.4791346,0.258269,0.1462054,10.54988,59336.48,False,0.05261552,7271.908,31,0,0,0,0
2,Pattern2,16,0.2663581,1.5916,0.3598014,26.91146,56023.35,False,0.23561,6097.007,27,0,0,0,0
3,Pattern8,128,0.5584786,0.5826354,0.2544617,18.63358,31202.57,False,0.2205099,4306.541,32,0,0,0,0
4,Pattern5,64,0.1271282,0.8757968,0.07082799,5.084862,30587.66,True,0.01606216,2920.931,28,0,0,0,0
5,Pattern3,32,0.5628017,0.5781599,0.2135242,15.5907,16811.07,False,0.2205099,4677.395,39,0,0,0,0
6,Pattern7,112,0.2923329,0.7543111,0.1937668,14.05496,29676.37,False,0.1009659,3607.901,43,0,0,0,0
7,Pattern4,48,0.5390826,0.4090466,0.1675693,12.15268,101295.4,False,0.3075573,10336.73,41,0,0,0,0
8,Pattern9,144,0.5727521,0.7401728,0.2690378,20.05663,23068.63,False,0.1113385,4868.381,25,0,0,0,0
9,Pattern10,155,0.2523435,1.929946,0.4006085,30.25983,16369.88,False,0.3320144,2395.491,35,0,0,0,0
10,Pattern1,5,0.5563135,0.8723124,0.4057617,31.00594,12135.77,True,0.03489552,3271.298,26,0,0,0,0
