TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.3971614,0.5242687,0.1538146,11.11548,12018.11,False,0.1848355,2779.815,34,0,0,0,0
2,Pattern3,32,0.5331767,0.6026535,0.2149619,15.66609,22880.97,False,0.2003745,2901.691,39,0,0,0,0
3,Pattern7,112,0.1120991,1.967709,0.1602254,11.5771,8847.142,False,0.1176479,1118.11,21,0,0,0,0
4,Pattern6,96,0.1162819,0.9632511,0.04216454,3.028099,43539.17,True,0.00354132,3826.981,24,0,0,0,0
5,Pattern5,64,0.07959547,1.398804,0.06116979,4.38972,3054.532,True,0.03209688,687.095,23,0,0,0,0
6,Pattern10,155,0.4650801,1.049608,0.2719868,20.60972,20976.26,False,0.05988951,4549.125,24,0,0,0,0
7,Pattern8,128,0.1969557,1.648022,0.2399789,17.54027,23150,False,0.1697978,2529.957,48,0,0,0,0
8,Pattern9,144,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
9,Pattern1,5,0,487.0092,0.4870089,37.5,0,False,0.4870093,0,0,0,0,0,0
10,Pattern2,16,0.3239566,1.304144,0.3563075,26.57741,7889.936,False,0.1215505,1997.062,56,0,0,0,0
