TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.3828604,0.2908069,0.1738002,12.61659,39798.04,False,0.2660194,5308.236,1,0,0,0,0
2,Pattern9,144,0.4209735,1.007036,0.3864363,28.95686,33922.87,False,0.3252878,6165.975,4,0,0,0,0
3,Pattern7,112,0.6081725,0.362578,0.2754402,20.34146,26665.29,False,0.2171025,4884.643,6,0,0,0,0
4,Pattern3,32,0.4805643,0.6638682,0.2159409,15.76191,92734.47,False,0.1515145,7672.091,2,0,0,0,0
5,Pattern4,48,0.05619456,3.924044,0.183533,13.26976,8799.578,False,0.1659927,1739.645,2,0,0,0,0
6,Pattern10,155,0.1790018,2.720694,0.4496344,34.34245,6635.94,False,0.3385887,1503.156,2,0,0,0,0
7,Pattern1,5,0.355114,1.371416,0.4130783,31.3077,60889.49,False,0.2563047,6604.22,5,0,0,0,0
8,Pattern8,128,0.3722918,0.8755778,0.2779894,20.56554,83652.47,False,0.1445988,6550.362,4,0,0,0,0
9,Pattern6,96,0.6446267,0.1894491,0.1452219,10.50157,121837.4,False,0.2061335,10048.25,6,0,0,0,0
10,Pattern2,16,0.5584595,0.7591159,0.284102,21.25067,28797,False,0.1113385,5020.738,5,0,0,0,0
