TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.3666306,0.3036802,0.1854248,13.46053,88252.77,False,0.2506547,8509.974,11,0,0,0,0
2,Pattern10,155,0.5207624,0.935185,0.3775921,28.95799,67360.54,True,0.008847618,7713.242,21,0,0,0,0
3,Pattern6,96,0,111.3385,0.1113383,8,0,False,0.1113385,0,0,0,0,0,0
4,Pattern9,144,0.2803304,1.512271,0.3186346,23.78383,40064.9,False,0.1779034,5681.317,12,0,0,0,0
5,Pattern8,128,0.02514946,12.93823,0.3145228,23.15334,6309.063,False,0.3022572,893.0266,8,0,0,0,0
6,Pattern3,32,0.4694139,0.6931823,0.1889803,13.79737,11579.37,False,0.1336867,2523.048,33,0,0,0,0
7,Pattern1,5,0.5248712,0.9278643,0.2803258,20.97182,10633.11,True,0.01053161,3024.254,48,0,0,0,0
8,Pattern2,16,0.5584899,0.7590745,0.1559126,11.4071,63885.06,False,0.1113385,6966.166,29,0,0,0,0
9,Pattern4,48,0.1529461,1.44175,0.1093513,7.886846,15005.33,False,0.07036326,2363.691,5,0,0,0,0
10,Pattern7,112,0.3713275,0.5938422,0.1664545,12.03387,27039.98,False,0.1470933,3748.77,16,0,0,0,0
