TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.2265338,0.4914872,0.1013241,7.278439,17185.27,False,0.1127693,2903.87,15,0,0,0,0
2,Pattern2,16,0.5584841,0.7590825,0.2099116,15.40018,66866.44,False,0.1113385,7067.757,17,0,0,0,0
3,Pattern10,155,0.3054942,1.594169,0.6381124,53.10003,312969,False,0.6670001,27588.95,24,0,0,0,0
4,Pattern6,96,0.08034506,1.385755,0.1017344,7.306545,10459.34,False,0.09589453,2661.15,14,0,0,0,0
5,Pattern3,32,0.5584777,0.5826363,0.2258635,16.46959,48141.24,False,0.2205099,6588.183,19,0,0,0,0
6,Pattern4,48,0.4990384,0.4418696,0.2083054,15.13717,45892.7,False,0.2702315,5798.586,23,0,0,0,0
7,Pattern7,112,0.09466217,2.329441,0.2671176,19.53788,16300.38,False,0.3100092,2029.942,8,0,0,0,0
8,Pattern1,5,0.6656361,0.7316449,0.3112572,23.85509,56692.3,True,0.03489552,7780.422,17,0,0,0,0
9,Pattern8,128,0.6787866,0.4793692,0.4442787,34.2258,50480.62,False,0.6185167,7991.935,26,0,0,0,0
10,Pattern9,144,0.5555337,0.763114,0.2230292,16.6472,37130.96,False,0.0767788,7215.436,22,0,0,0,0
