TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.3094921,1.576543,0.4178119,31.76917,7741.467,False,0.3029303,1869.478,44,0,0,0,0
2,Pattern4,48,0.2983592,0.7390755,0.1281614,9.264725,9299.92,False,0.07517536,1535.356,46,0,0,0,0
3,Pattern5,64,0.1411947,0.7884444,0.06077644,4.362271,14684.61,True,0.02950167,1482.603,24,0,0,0,0
4,Pattern1,5,0.335724,1.447418,0.3721261,28.07752,4155.662,False,0.1902586,1173.49,55,0,0,0,0
5,Pattern2,16,0.4392611,0.9650922,0.2207534,16.21604,36991.07,False,0.1964783,3134.546,70,0,0,0,0
6,Pattern6,96,0.5721781,0.2089092,0.2750863,20.5932,42345.07,False,0.4239355,5828.276,35,0,0,0,0
7,Pattern9,144,0.5947914,0.7527633,0.208392,15.47333,108407.1,False,0.1075066,10861.94,29,0,0,0,0
8,Pattern7,112,0.2960654,0.5173419,0.1152829,8.301053,21848.69,False,0.08310501,2595.971,29,0,0,0,0
9,Pattern8,128,0.212166,1.533655,0.2576963,18.90784,73192.2,False,0.1246699,5552.746,23,0,0,0,0
10,Pattern3,32,0.3294432,0.987695,0.1545151,11.28928,38643.32,True,0.005659084,3934.775,51,0,0,0,0
