TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.470909,1.03419,0.2637126,19.41383,96426.84,False,0.1252058,11869.45,35,0,0,0,0
2,Pattern6,96,4.487739E-05,111.3385,0.1113206,7.998721,307.3734,False,0.1112941,36.00857,0,0,0,0,0
3,Pattern1,5,0.5584847,0.8720189,0.3150255,23.94009,40275.46,True,0.03489552,7071.265,31,0,0,0,0
4,Pattern3,32,0.08041146,4.046555,0.2867917,21.03076,15261.57,False,0.2504109,2046.136,13,0,0,0,0
5,Pattern4,48,0.44579,0.3952372,0.1698178,12.29528,236387.1,False,0.2631538,22468.04,32,0,0,0,0
6,Pattern5,64,0.09608305,1.158773,0.0772163,5.543881,22369.16,True,0.01561683,2560.385,20,0,0,0,0
7,Pattern9,144,0.4577481,0.9261329,0.2569291,19.14775,46984.82,True,0.004183283,5946.545,47,0,0,0,0
8,Pattern7,112,0.02796693,7.884668,0.2245427,16.30099,3083.382,False,0.2222962,796.6806,13,0,0,0,0
9,Pattern2,16,0.430528,0.9846874,0.2452797,18.27051,44058.41,True,0.01626474,6380.225,36,0,0,0,0
10,Pattern8,128,0.1830798,1.77731,0.2852407,20.93778,17040.43,False,0.1497781,2529.172,27,0,0,0,0
