TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.3192935,0.3422361,0.1270358,9.183537,210733.3,False,0.2073932,20386.97,38,0,0,0,0
2,Pattern9,144,0.2155041,2.050705,0.3709971,27.83181,15134.2,False,0.2520337,1588.806,26,0,0,0,0
3,Pattern1,5,0.2901392,1.674292,0.3799921,28.66055,14234.89,False,0.232834,2290.32,48,0,0,0,0
4,Pattern2,16,0.3908595,1.084123,0.2364655,17.4674,13693.34,False,0.09987411,2505.874,51,0,0,0,0
5,Pattern4,48,0.5504903,0.3866119,0.246119,18.01036,34221.67,False,0.3253894,4853.432,17,0,0,0,0
6,Pattern6,96,0.3717784,0.3042316,0.179288,13.01411,14283.92,False,0.2513954,2329.274,24,0,0,0,0
7,Pattern10,155,0.3576984,1.361508,0.3438992,25.98005,11259.21,False,0.1654604,1789.04,37,0,0,0,0
8,Pattern3,32,0.4143072,0.7473902,0.1458651,10.62319,48089.29,False,0.09634947,5220.94,46,0,0,0,0
9,Pattern7,112,0.246841,0.8840168,0.1049949,7.594755,19480.33,True,0.02429309,2821.363,19,0,0,0,0
10,Pattern8,128,0.5042857,0.6452482,0.2195349,16.05959,8070.152,False,0.1531055,2112.478,39,0,0,0,0
