TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.1854233,1.754846,0.3030247,22.2847,14036.25,False,0.1402644,1991.485,15,0,0,0,0
2,Pattern1,5,0.558489,0.8720122,0.3336553,25.4191,12972.98,True,0.03489552,3378.742,27,0,0,0,0
3,Pattern3,32,0.2355366,1.381481,0.2129187,15.53499,35684.54,False,0.122789,4155.915,19,0,0,0,0
4,Pattern9,144,0.221319,1.915495,0.4500155,34.26826,17971.68,False,0.4589749,3056.961,14,0,0,0,0
5,Pattern10,155,0.489216,0.9954891,0.3434236,26.17317,17568.19,True,0.04936554,3471.356,29,0,0,0,0
6,Pattern2,16,0.1744701,2.429846,0.4892446,37.86639,13373.3,False,0.5281302,2625.625,15,0,0,0,0
7,Pattern5,64,0.3937935,0.2369713,0.1821893,13.2792,14850.21,False,0.2932753,2761.619,11,0,0,0,0
8,Pattern7,112,0.1498691,1.47135,0.2071427,15.02138,14818.83,False,0.07342768,2855.082,6,0,0,0,0
9,Pattern6,96,0.1309867,0.8499987,0.05829102,4.185632,15592.2,True,0.0192853,2863.894,4,0,0,0,0
10,Pattern4,48,0.1469654,1.500421,0.2851357,20.96681,9961.797,False,0.3572797,2203.667,6,0,0,0,0
