TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.5584813,0.5826326,0.252539,18.48182,16320.62,False,0.2205099,3329.521,22,0,0,0,0
2,Pattern9,144,0.1199709,3.533653,0.4193177,31.61856,15985.82,False,0.3061476,2584.792,6,0,0,0,0
3,Pattern4,48,0.5581077,0.3944626,0.2389565,17.48654,22468.61,False,0.3253894,4950.578,13,0,0,0,0
4,Pattern7,112,0.4662246,0.4729694,0.1909622,13.84348,22780.9,False,0.2391876,5807.429,14,0,0,0,0
5,Pattern10,155,0.558489,0.8720123,0.2760415,20.67613,20768.33,True,0.03489559,5030.807,19,0,0,0,0
6,Pattern6,96,0.2123517,0.524312,0.1020086,7.327478,12802.11,False,0.1003897,2956.497,8,0,0,0,0
7,Pattern2,16,0.5868206,0.7629344,0.2542465,19.02916,19470.57,False,0.1113385,3854.795,19,0,0,0,0
8,Pattern1,5,0.5901558,0.8671639,0.2692807,20.69988,12632.08,True,0.03489552,4175.816,14,0,0,0,0
9,Pattern5,64,0.2415446,0.7312189,0.1102355,7.947583,10396.63,False,0.07155243,3229.293,19,0,0,0,0
10,Pattern8,128,0.2909182,1.118491,0.2821567,20.7631,14010.29,False,0.1195588,3404.518,17,0,0,0,0
