TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.7564336,0.6464282,0.3010813,23.03473,48937.2,False,0.08848826,6170.813,36,0,0,0,0
2,Pattern9,144,0.6941691,0.6090832,0.3030756,22.89146,25396.55,False,0.1113385,5697.684,21,0,0,0,0
3,Pattern3,32,0.4309995,0.699458,0.1947586,14.20333,11168.04,False,0.1213821,2241.826,14,0,0,0,0
4,Pattern7,112,0.6943935,0.3175577,0.2293579,16.76511,39223.37,False,0.0508714,7567.351,33,0,0,0,0
5,Pattern5,64,0.4659485,0.04112415,0.1888338,14.16123,14682.84,False,0.4239355,3004.896,19,0,0,0,0
6,Pattern2,16,0.337973,1.254347,0.2762331,20.54416,8177.263,False,0.1084933,1988.201,19,0,0,0,0
7,Pattern8,128,0.3832043,0.8491278,0.3117479,22.97433,20581.17,False,0.2995411,4324.745,21,0,0,0,0
8,Pattern6,96,0.7348445,0.1515131,0.1639685,11.95227,35458.99,False,0.3339831,6355.419,30,0,0,0,0
9,Pattern1,5,0.5537685,0.8726719,0.1999528,15.02588,64299.21,True,0.03489552,7643.008,18,0,0,0,0
10,Pattern4,48,0.085849,2.568579,0.1965824,14.23596,5520.923,False,0.1368763,1386.137,18,0,0,0,0
