TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.5584878,0.394834,0.2574252,18.88357,14804.96,False,0.3253894,2118.6,21,0,0,0,0
2,Pattern4,48,0.3355056,0.6572467,0.1401978,10.1209,106145.2,False,0.1117468,8358.716,14,0,0,0,0
3,Pattern10,155,0.531949,0.8754407,0.1688863,12.67058,32190.62,True,0.03489559,5702.151,16,0,0,0,0
4,Pattern5,64,0.5513376,0.2019424,0.294155,21.98875,52891.27,False,0.4141197,6249.495,18,0,0,0,0
5,Pattern1,5,0.5282842,0.9248408,0.2856274,21.57512,98742.19,True,0.002711198,8421.877,40,0,0,0,0
6,Pattern6,96,0.1760719,0.6323471,0.07764929,5.573586,12457.86,False,0.06430241,1904.549,17,0,0,0,0
7,Pattern2,16,0.3793253,1.117604,0.2391732,17.76888,12196.54,False,0.06739589,2435.03,29,0,0,0,0
8,Pattern3,32,0.4173287,0.7796956,0.165078,12.08858,31059.32,False,0.08161032,5424.321,16,0,0,0,0
9,Pattern9,144,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
10,Pattern8,128,0.1989219,1.635764,0.2154236,15.70125,7712.008,False,0.1355241,1904.106,24,0,0,0,0
