TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.558486,0.1993578,0.253022,18.87255,64454.55,False,0.4239355,7925.979,20,0,0,0,0
2,Pattern9,144,0.6949765,0.6099998,0.3186201,23.98919,27850.25,False,0.06939558,6302.687,35,0,0,0,0
3,Pattern3,32,0.2560615,1.270747,0.3619232,26.93844,18682.49,False,0.3544194,5204.583,16,0,0,0,0
4,Pattern10,155,0.7145076,0.6816012,0.3064241,23.41243,56773.74,True,0.03489559,8160.799,26,0,0,0,0
5,Pattern7,112,0.5941322,0.3711463,0.1717698,12.44925,34510.36,False,0.1232591,7671.534,14,0,0,0,0
6,Pattern1,5,0.5584826,0.8720222,0.2042265,15.22523,88569.57,True,0.03489552,13502.29,19,0,0,0,0
7,Pattern4,48,0.7384569,0.2986091,0.2058492,14.953,53553.66,False,0.2002964,7778.244,25,0,0,0,0
8,Pattern8,128,0.5083497,0.6400897,0.2928234,21.51009,62683.71,False,0.2587669,10343.62,18,0,0,0,0
9,Pattern2,16,0.5584708,0.7591004,0.325191,24.38019,29991.59,False,0.1113385,6424.714,15,0,0,0,0
10,Pattern5,64,0.6506176,0.1711273,0.2638685,19.47898,31790.12,False,0.3393332,6537.625,14,0,0,0,0
