TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.1766885,2.399338,0.3358017,24.94965,11119.83,False,0.2650118,1867.847,18,0,0,0,0
2,Pattern7,112,0.04214608,5.23204,0.1953591,14.13881,16065.93,False,0.1797093,1607.123,11,0,0,0,0
3,Pattern5,64,0.4450768,0.2501556,0.2512279,18.45687,18331.17,False,0.3238249,2951.337,16,0,0,0,0
4,Pattern4,48,0.1183889,1.86259,0.1379684,9.953862,17211.11,False,0.1047111,2765.829,8,0,0,0,0
5,Pattern9,144,0.2315838,1.830592,0.3400559,25.3448,15988.16,False,0.2410119,3664.162,24,0,0,0,0
6,Pattern6,96,0.02124966,5.239546,0.09763233,7.010421,7319.595,False,0.09025888,898.2086,5,0,0,0,0
7,Pattern1,5,0.5795605,0.8403078,0.1999221,15.0343,128125.9,True,0.03489552,11527.78,18,0,0,0,0
8,Pattern3,32,0.5584546,0.5826604,0.2288268,16.6705,52302.55,False,0.2205099,5673.27,13,0,0,0,0
9,Pattern10,155,0.5338235,0.9145429,0.3176513,24.0464,23937.11,True,0.008729477,4327.674,27,0,0,0,0
10,Pattern8,128,0.01537356,21.19219,0.3177396,23.40261,10217.31,False,0.313045,1218.929,3,0,0,0,0
