TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.3204049,0.6882226,0.2765706,20.37085,19389.4,False,0.4384981,3978.639,32,0,0,0,0
2,Pattern10,155,0.510223,0.9545028,0.2837837,21.64373,20903.14,True,0.01418022,3719.606,20,0,0,0,0
3,Pattern1,5,0.5584397,0.8720892,0.3086389,23.59032,19235.74,True,0.03489552,3552.533,17,0,0,0,0
4,Pattern9,144,0.573992,0.9796584,0.4362215,33.50529,283382.3,False,0.4181728,26687.23,39,0,0,0,0
5,Pattern6,96,0.4059938,0.2821626,0.1522783,11.02891,43648.77,False,0.06681062,6311.876,50,0,0,0,0
6,Pattern8,128,0.302736,1.148564,0.3368264,24.94633,28605.24,False,0.3075251,3524.605,55,0,0,0,0
7,Pattern5,64,0.326282,0.3020831,0.1406068,10.15688,8792.849,False,0.2244224,1296.175,14,0,0,0,0
8,Pattern3,32,0.4933399,0.6576788,0.1751989,12.77455,12499.59,False,0.1474988,3713.06,35,0,0,0,0
9,Pattern7,112,0.2810321,0.7846432,0.09504242,6.881073,16180.03,True,0.004202543,4029.74,28,0,0,0,0
10,Pattern2,16,0.2834378,1.495691,0.337522,25.05244,49574.88,False,0.3348091,5153.708,45,0,0,0,0
